correlation1	contrast1	homogeneity1	energy1	dissimilarity1	correlation2	contrast2	homogeneity2	energy2	dissimilarity2	correlation3	contrast3	homogeneity3	energy3	dissimilarity3	correlation4	contrast4	homogeneity4	energy4	dissimilarity4	correlation5	contrast5	homogeneity5	energy5	dissimilarity5	correlation6	contrast6	homogeneity6	energy6	dissimilarity6	class
0.3281179535420126	0.4875	0.7874071428571429	0.47604228825187545	0.43557142857142855	0.35233957928766874	0.6590357142857143	0.7358292016806722	0.4056743095244795	0.5501071428571428	0.3496270123004959	0.577	0.7552142857142856	0.4272452218478712	0.5041428571428571	0.35357953964148103	0.645	0.7396806722689077	0.4155175068145599	0.541357142857143	0.3602798210425355	0.8084285714285714	0.7067490627020039	0.37708907557547644	0.6234285714285714	0.33676188613730224	0.32875	0.840382142857143	0.6008519291941457	0.3208214285714286	1
0.08534760798333081	0.9388571428571428	0.6885	0.42796870415334565	0.6753571428571429	0.08499628698225935	1.3650000000000002	0.6147292178409826	0.33034006133445126	0.868857142857143	0.06247959987611224	1.0753214285714288	0.652672899159664	0.3754135644695795	0.7578214285714286	0.08184615990599244	1.391607142857143	0.6166218972204267	0.3302284266617734	0.8700357142857145	0.04070920047979358	1.3247499999999999	0.6288964932126697	0.3489153382488453	0.8383214285714286	-0.02030196152841516	0.41471428571428576	0.8202	0.6526304447763523	0.3687857142857143	1
0.06890899404464439	0.8601428571428571	0.6942319327731091	0.4282321424848242	0.6529285714285714	0.10832451833588606	1.037392857142857	0.6576114576599871	0.36998706196353426	0.743392857142857	0.09619914748354419	0.8357142857142857	0.6917512605042015	0.4123881357287039	0.653	0.10862173816994604	1.0357857142857143	0.66725	0.37919963039786514	0.7270714285714286	0.07262256902294938	0.9932500000000001	0.668836344537815	0.3886401166968259	0.7173214285714286	-0.03224821064491487	0.5786071428571429	0.7702249999999999	0.5641022170001548	0.4793928571428572	1
0.027584242686343557	0.9387500000000001	0.6771787815126052	0.4124200881160284	0.6943928571428573	0.056022706244918195	1.1363928571428574	0.6394741596638656	0.36138195986845745	0.7901071428571431	0.03848190303771005	0.925142857142857	0.6739613445378151	0.4030312756892118	0.6975714285714285	0.05346506356917642	1.1507857142857145	0.646434356819651	0.36668738771073445	0.7807857142857144	0.040934951739861	1.0672857142857144	0.6548226890756302	0.3810408308776349	0.753	0.012861228818425045	0.5641785714285714	0.7641964285714287	0.5503048575330676	0.4870357142857143	1
0.49810461619663277	0.5313571428571429	0.775577731092437	0.4358024325357554	0.4625714285714286	0.5468942866159459	0.763	0.7144747899159665	0.3329519523159767	0.6030000000000001	0.5305039543395751	0.5563214285714284	0.7622485294117645	0.3944436827704951	0.48896428571428563	0.5506376205106693	0.7037142857142857	0.7268134453781514	0.3462639778361861	0.5725714285714286	0.38208255749779013	0.6977857142857143	0.7240071428571428	0.40464222355264984	0.5762857142857143	0.3689031052787071	0.24892857142857144	0.8768214285714285	0.6933011960680493	0.24678571428571427	1
0.4721694164349653	0.472	0.8002848739495799	0.48919293437335776	0.4115	0.5627486512476464	0.7569642857142858	0.7276548319327731	0.3395231950839294	0.5800357142857142	0.5427428449569647	0.5907500000000001	0.7611863445378151	0.38208721891361774	0.4964642857142857	0.5599799329660177	0.7160714285714286	0.7347133484162895	0.35299444263417556	0.5614285714285714	0.48414610405168207	0.7428571428571428	0.7232705882352941	0.3715135994709168	0.5850000000000001	0.34219407080231773	0.21460714285714289	0.8932535714285714	0.7393024256220267	0.21367857142857144	1
0.08123429362649422	0.9319285714285713	0.7004847123464771	0.44225644744437864	0.6539285714285715	0.1178360772351661	1.2829642857142858	0.6337064802844214	0.34107008227109015	0.8233214285714288	0.09065385235306933	1.0114285714285716	0.673512734324499	0.3954862481161382	0.7123571428571429	0.1134249723329662	1.313964285714286	0.638125124914831	0.34279375902208287	0.8206785714285716	0.0682728802993862	1.1801071428571428	0.6490970426632191	0.3734261906963131	0.7803214285714285	0.05567131680000898	0.3304642857142857	0.8507964285714287	0.7001838206164588	0.30375	1
0.4360696686962181	0.6150357142857144	0.776351050420168	0.5044897149090153	0.4751785714285715	0.43057111007914795	0.8707142857142856	0.7056050420168067	0.38207575512332786	0.6356428571428572	0.3140759072107536	0.7105357142857143	0.7324506302521008	0.4111566561766541	0.5643214285714286	0.401339139617684	0.8418571428571429	0.7191966386554622	0.4025852837775938	0.6080714285714286	0.12927742811597034	0.834357142857143	0.7059356496444733	0.4143047809651879	0.6289285714285715	0.1591160599946754	0.20460714285714288	0.9060535714285715	0.7953051766332165	0.19067857142857142	1
0.3924671923104229	0.7032499999999999	0.7554119747899161	0.476708495619617	0.5246785714285714	0.4004728977138376	0.9798214285714286	0.6875101001939238	0.36498087732965756	0.6836785714285714	0.29700560151631694	0.7848214285714286	0.7187327892695539	0.3981169291624187	0.5993928571428572	0.36773340781987757	0.9518928571428574	0.6986483354880415	0.38022487304440344	0.6605357142857144	0.1333136642889883	0.938607142857143	0.6952588632750398	0.402190434257409	0.6628214285714286	0.14964076068063997	0.23239285714285712	0.8919892857142858	0.7680949399225943	0.21874999999999997	1
0.10595990969821294	0.8643214285714287	0.7057900290885587	0.44237363582549705	0.634107142857143	0.14343790180247354	1.2202142857142857	0.6380481254040077	0.3412288043802509	0.8060714285714285	0.1161607062315018	0.9410000000000001	0.6842936005171301	0.40106179863772945	0.6828571428571428	0.13276802849246164	1.2341071428571428	0.6416265190691661	0.34460899167441517	0.8021785714285715	0.06917551101893128	1.16175	0.648541224951519	0.3715985428400067	0.7785357142857143	0.05344593673817242	0.33817857142857144	0.8463392857142857	0.6922247371588897	0.31246428571428575	1
