correlation1	contrast1	homogeneity1	energy1	dissimilarity1	correlation2	contrast2	homogeneity2	energy2	dissimilarity2	correlation3	contrast3	homogeneity3	energy3	dissimilarity3	correlation4	contrast4	homogeneity4	energy4	dissimilarity4	correlation5	contrast5	homogeneity5	energy5	dissimilarity5	correlation6	contrast6	homogeneity6	energy6	dissimilarity6	class
0.5165051431896756	0.08110320284697509	0.9594483985765124	0.8708281866865747	0.08110320284697509	0.8623489170557747	0.2215658362989324	0.8897722419928826	0.4551826209881199	0.2206405693950178	0.8912791846665256	0.13124555160142348	0.9343772241992884	0.5395253166256887	0.13124555160142348	0.9497023170201495	0.07163701067615658	0.9642669039145907	0.5566388874100198	0.07149466192170818	0.9422016539098411	0.08530249110320286	0.9573487544483985	0.5420491648796193	0.08530249110320286	1.0	0.0	1.0	1.0	0.0	1
0.8584387569839956	0.10010714285714287	0.9499464285714285	0.6178585879421581	0.10010714285714287	0.8418201784073571	0.11542857142857142	0.9429285714285714	0.610473156240138	0.11435714285714285	0.8169971385240009	0.08446428571428571	0.9586678571428572	0.7287101408569494	0.08296428571428571	0.8686377101000206	0.13810714285714287	0.932875	0.5424689542513291	0.13489285714285715	0.7159118962563779	0.13982142857142857	0.9300892857142857	0.622599850609998	0.13982142857142857	1.0	0.0	1.0	1.0	0.0	1
0.5381952084442967	0.24978571428571428	0.8787928571428572	0.5709781908162125	0.2436428571428571	0.49764193389658096	0.28414285714285714	0.8739268907563027	0.5559785063199799	0.2572857142857143	0.2025347121878522	0.040678571428571425	0.9861321428571427	0.966391790029662	0.029892857142857138	0.29376222802605606	0.15410714285714283	0.9357102941176471	0.840424837902394	0.13275	0.29574662463484375	0.34282142857142855	0.8302607142857142	0.5486794792211273	0.3400357142857143	-7.143367383384531e-05	0.00014285714285714287	0.9999285714285714	0.9998571479599127	0.00014285714285714287	1
0.5061502484435514	0.27817857142857144	0.862925	0.5486498083886461	0.2748214285714286	0.4931694060154922	0.28328571428571425	0.8589142857142856	0.5390190778873514	0.28235714285714286	0.3852750377829075	0.029500000000000005	0.9852500000000001	0.9609523390674398	0.029500000000000005	0.3404336280971096	0.12171428571428572	0.9403428571428571	0.8519776663020874	0.11971428571428572	0.2954078335061628	0.3370714285714286	0.8319785714285713	0.5498302404991443	0.3362142857142857	-0.00027673556535082243	0.0006785714285714286	0.9996607142857143	0.9993215823747629	0.0006785714285714286	1
0.8844394627790028	0.05453571428571429	0.9727321428571429	0.6919125667307973	0.05453571428571429	0.851083883614809	0.18682142857142853	0.9065892857142858	0.4956311143689551	0.18682142857142853	0.6949124010357854	0.1349642857142857	0.9325178571428572	0.6790028290344118	0.1349642857142857	0.8214990050234587	0.12682142857142856	0.9365892857142857	0.6122637841049645	0.12682142857142856	0.4672107060261452	0.17589285714285713	0.9120535714285714	0.7368410130899532	0.17589285714285713	1.0	0.0	1.0	1.0	0.0	1
0.8496887958065369	0.07714285714285715	0.9620285714285715	0.655658369853679	0.07614285714285715	0.8512323183088805	0.1714642857142857	0.9150392857142857	0.5519596212309263	0.17017857142857146	0.6618360319262033	0.12275	0.938925	0.7468606370833114	0.12225	0.808236968161269	0.1327142857142857	0.9349134453781514	0.628788150544606	0.13057142857142856	0.4994082397019627	0.1885714285714286	0.9057571428571429	0.6962918437211895	0.18850000000000006	1.0	0.00010714285714285714	0.9999464285714286	0.9998928628832681	0.00010714285714285714	1
0.6827848297950456	0.09671428571428574	0.9519428571428573	0.8242093892615753	0.09621428571428572	0.6796819287411917	0.29378571428571426	0.8641642857142857	0.5091612901505328	0.27535714285714286	0.655073366713906	0.18553571428571428	0.907575	0.6179027955883664	0.1849642857142857	0.6663284461314185	0.2054285714285714	0.8985285714285713	0.5981315166620881	0.20335714285714288	0.5304324269154437	0.21314285714285713	0.8935142857142857	0.6211790241967615	0.213	0.7390027208901642	0.11317857142857143	0.9434107142857143	0.6826608784748105	0.11317857142857143	1
0.8001753872301266	0.11353571428571427	0.9432321428571429	0.6249804384693874	0.11353571428571427	0.7966634505121196	0.11275	0.943625	0.6282048809496624	0.11275	0.8644596722454341	0.0075	0.9962500000000001	0.9692390385119195	0.0075	0.7019683752606865	0.09021428571428572	0.9548928571428571	0.81115575613706	0.09021428571428572	0.6368489384977644	0.14975	0.9251250000000001	0.6799181166935937	0.14975	1.0	0.0	1.0	1.0	0.0	1
0.5782034485879405	0.18446428571428572	0.9194149159663866	0.7895164885639094	0.16503571428571429	0.5380328244472252	0.17703571428571424	0.9174821428571427	0.7774632808443266	0.16703571428571426	0.5069122533114848	0.039607142857142855	0.9810964285714286	0.945529153491335	0.03810714285714285	0.5529362580815014	0.32160714285714287	0.8496913865546218	0.5297340543776159	0.30410714285714285	0.2517607233787546	0.4149642857142858	0.7981699579831933	0.508469542362376	0.4055357142857143	0.49826384729072315	0.00975	0.995125	0.9853580450987429	0.00975	1
0.7608482092410305	0.025928571428571426	0.9905096638655462	0.9649214412350375	0.020071428571428573	0.7921246114685413	0.14303571428571427	0.9313964285714286	0.6050643560812354	0.13817857142857143	0.7672230532987692	0.12671428571428572	0.9383142857142857	0.6328215888110219	0.12392857142857143	0.6545629518845961	0.25289285714285714	0.879846396250808	0.5911713920648718	0.24210714285714285	0.439805760978955	0.24421428571428574	0.8787500000000001	0.6780077753000676	0.24278571428571433	0.44442968085535417	0.003285714285714286	0.9983571428571428	0.9953964572685887	0.003285714285714286	1
0.3924170154840271	0.34385714285714286	0.8329571428571428	0.5445309158967441	0.33571428571428574	0.3774792420556653	0.35692857142857143	0.8252642857142858	0.5182040562148765	0.35071428571428565	0.42881789680219773	0.03539285714285714	0.9832035714285713	0.9533286475314174	0.03389285714285714	0.3090753208887796	0.2266071428571429	0.8927342436974791	0.7401729320826014	0.21653571428571428	0.10149522990926878	0.41728571428571426	0.7928571428571428	0.5485968255839769	0.41478571428571426	0.07091590373432194	0.0036785714285714286	0.9981607142857143	0.9961820496377197	0.0036785714285714286	1
0.37031053943821785	0.3401071428571429	0.8310607142857143	0.5454208050595767	0.33825	0.37067491452752327	0.3506785714285715	0.8256464285714287	0.5203868900213787	0.3490357142857144	0.5746344362603889	0.023035714285714277	0.9884821428571426	0.9613421739995618	0.023035714285714277	0.328559275811595	0.21185714285714285	0.8948000000000002	0.7403120911797529	0.21064285714285713	0.07850261216510093	0.4167857142857143	0.7917357142857142	0.5533981018974257	0.4165714285714286	0.19618366094171694	0.0020357142857142857	0.9989821428571427	0.9977153557615763	0.0020357142857142857	1
0.36755643780493713	0.36242857142857143	0.8216142857142856	0.5102903360253027	0.3577142857142857	0.3596619204964414	0.35257142857142854	0.8256000000000001	0.5246430297578243	0.3494285714285714	0.3770106840093285	0.0372857142857143	0.9814428571428573	0.9513048423408895	0.03714285714285715	0.24878720586014216	0.17178571428571426	0.9159928571428572	0.8086027237128987	0.16864285714285715	0.13947450516570628	0.35932142857142857	0.8208535714285715	0.5967959732383166	0.35846428571428574	0.046067939369343065	0.004321428571428572	0.9978392857142858	0.9955763239635296	0.004321428571428572	1
0.4099199063643893	0.34132142857142855	0.830625	0.5199544892760974	0.33917857142857144	0.40413334250687244	0.3417142857142857	0.8302142857142857	0.5149480308631114	0.3399285714285714	0.6189117045358729	0.022178571428571433	0.9889107142857144	0.9594793323911226	0.022178571428571433	0.33761599903327844	0.1714642857142857	0.9151678571428571	0.7913942085758191	0.1699642857142857	0.14055793869782132	0.38817857142857154	0.8059535714285716	0.559908882437717	0.38810714285714293	0.1621985718706235	0.003642857142857143	0.9981785714285714	0.996003400074108	0.003642857142857143	1
